"","TAGA","TAGB","MeetingTree","MeetingDate","prop_A_vis_B","prop_A_first","n_shared_trees","n+shared_new_trees","A_future_trees","min_nights"
"29","4445","4442","None",2018-04-19,0,0.5,2,0,22,"no"
"30","4444","4442","None",2018-04-21,0.06,0,2,1,16,"no"
"31","4442","4444","None",2018-04-21,0,1,2,0,7,"yes"
"32","4445","4444","None",2018-04-19,0.09,0.5,8,2,22,"yes"
"33","4440","4444","None",2018-04-18,0,0.17,6,0,12,"yes"
"34","4429","4444","Mulberry_755",2018-04-25,0,1,1,0,7,"yes"
"35","4442","4445","None",2018-04-19,0.05,0.5,2,1,21,"no"
"36","4444","4445","None",2018-04-19,0.17,0.5,8,3,18,"yes"
"37","4440","4445","None",2018-04-19,0,0.25,4,0,17,"yes"
"38","4432","4446","Mulberry_655",2018-06-11,0,0,1,0,2,"yes"
"39","4455","4446","Mulberry_655",2018-06-07,0,0,1,0,8,"yes"
"40","4439","4446","Mulberry_655",2018-06-07,0,1,1,0,3,"yes"
"41","4440","4449","None",2018-05-05,0,1,3,0,5,"yes"
"42","4429","4449","Mulberry_755",2018-05-05,0,1,2,0,5,"no"
"43","4424","4449","Mulberry_706",2018-05-09,0,1,2,0,7,"yes"
"44","4452","4449","Mulberry_734",2018-05-10,0,0,1,0,12,"yes"
"45","4453","4449","Mulberry_734",2018-05-05,0,1,1,0,12,"yes"
"46","4449","4452","Mulberry_734",2018-05-10,0,1,1,0,11,"yes"
"47","4453","4452","Mulberry_734",2018-05-07,0.08,0.5,2,1,13,"yes"
"48","4440","4453","None",2018-05-04,0,1,1,0,4,"no"
"49","4449","4453","Mulberry_734",2018-05-05,0,0,1,0,12,"yes"
"50","4452","4453","Mulberry_734",2018-05-07,0,0.5,2,0,20,"yes"
"51","4419","4453","None",2018-05-11,0,0,1,0,19,"no"
"52","4440","4454","None",2018-05-04,0,1,2,0,4,"no"
"53","4424","4454","Mulberry_731",2018-05-04,0,0,1,0,26,"no"
"54","4432","4455","Mulberry_655",2018-06-11,0,0,1,0,2,"yes"
"55","4439","4455","Mulberry_655",2018-06-07,0,1,1,0,3,"yes"
"56","4579","4576","None",2018-03-14,0,0,1,0,14,"no"
"57","4577","4576","None",2018-03-17,0,0,2,0,44,"no"
"58","4579","4577","None",2018-03-16,0,1,3,0,3,"yes"
"59","4577","4579","None",2018-03-16,0.05,0,3,2,44,"no"
"60","5017","4978","None",2018-06-30,0,1,1,0,5,"no"
"61","5018","4978","unknown_94",2018-06-28,0,0.5,2,0,20,"no"
"62","5013","4978","None",2018-06-30,0,1,1,0,22,"no"
"63","5016","4978","None",2018-06-30,0,1,1,0,25,"no"
"64","5019","4978","None",2018-06-30,0,1,1,0,10,"no"
"65","5022","5011","None",2018-07-02,0,1,1,0,4,"yes"
"66","5018","5011","None",2018-07-03,0,1,1,0,4,"yes"
"67","5015","5011","None",2018-07-03,0,1,2,0,11,"yes"
"68","4978","5013","None",2018-06-30,0,0,1,0,11,"no"
"69","5017","5013","unknown_331",2018-06-28,0,0.5,2,0,11,"yes"
"70","5022","5013","Ficus religiosa_19",2018-06-30,0.1,1,4,1,10,"no"
"71","5018","5013","unknown_331",2018-06-28,0,0.8,5,0,20,"yes"
"72","5016","5013","Ficus religiosa_17",2018-06-29,0,0.5,6,0,23,"yes"
"73","5021","5013","Ficus religiosa_19",2018-06-30,0,1,1,0,21,"no"
"74","5015","5013","None",2018-06-29,0,0.4,5,0,15,"yes"
"75","5019","5013","Ficus religiosa_17",2018-06-29,0.06,0.5,4,1,18,"yes"
"76","5017","5015","None",2018-06-29,0,0,1,0,2,"no"
"77","5022","5015","None",2018-06-28,0,0,3,0,18,"no"
"78","5011","5015","None",2018-07-03,0,0,2,0,4,"yes"
"79","5018","5015","Mulberry_768",2018-06-29,0.08,0.25,4,1,13,"yes"
"80","5013","5015","None",2018-06-29,0.03,0.6,5,1,31,"yes"
"81","5016","5015","None",2018-07-01,0,0.5,2,0,25,"yes"
"82","5021","5015","None",2018-06-28,0.05,0.33,3,1,20,"yes"
"83","5019","5015","Ficus carica_1045",2018-06-29,0,0,4,0,18,"no"
"84","4978","5016","None",2018-06-30,0,0,1,0,11,"no"
"85","5017","5016","unknown_331",2018-06-28,0,1,3,0,11,"yes"
"86","5022","5016","unknown_1091",2018-06-28,0,1,3,0,18,"yes"
"87","5018","5016","unknown_331",2018-06-28,0,0.8,5,0,20,"yes"
"88","5013","5016","Ficus religiosa_17",2018-06-29,0.06,0.5,6,2,31,"yes"
"89","5021","5016","Ficus religiosa_19",2018-07-01,0,1,2,0,15,"yes"
"90","5015","5016","None",2018-07-01,0,0.5,2,0,15,"yes"
"91","5019","5016","Ficus religiosa_17",2018-06-29,0.11,0.5,4,2,18,"yes"
"92","4978","5017","None",2018-06-30,0,0,1,0,11,"no"
"93","5022","5017","None",2018-06-29,0,1,1,0,14,"no"
"94","5018","5017","unknown_331",2018-06-28,0,0.33,3,0,20,"no"
"95","5013","5017","unknown_331",2018-06-28,0,0.5,2,0,28,"no"
"96","5016","5017","unknown_331",2018-06-28,0.04,0,3,1,27,"no"
"97","5015","5017","None",2018-06-29,0,1,1,0,15,"no"
"98","5019","5017","Mulberry_350",2018-06-28,0.06,0.25,4,1,18,"no"
"99","4978","5018","unknown_94",2018-06-28,0.05,0.5,2,1,19,"yes"
"100","5017","5018","unknown_331",2018-06-28,0,0.67,3,0,11,"yes"
"101","5022","5018","Ficus religiosa_19",2018-06-28,0,0.86,7,0,18,"yes"
"102","5011","5018","None",2018-07-03,0,0,1,0,4,"no"
"103","5013","5018","unknown_331",2018-06-28,0.04,0.2,5,1,28,"yes"
"104","5016","5018","unknown_331",2018-06-28,0.04,0.2,5,1,27,"yes"
"105","5021","5018","Ficus religiosa_19",2018-06-28,0,0.67,3,0,20,"yes"
"106","5015","5018","Mulberry_768",2018-06-29,0,0.75,4,0,15,"yes"
"107","5019","5018","unknown_331",2018-06-30,0,0.67,6,0,10,"yes"
"108","4978","5019","None",2018-06-30,0,0,1,0,11,"no"
"109","5017","5019","Mulberry_350",2018-06-28,0,0.75,4,0,11,"no"
"110","5022","5019","Ficus religiosa_19",2018-06-28,0,0.8,5,0,18,"yes"
"111","5018","5019","unknown_331",2018-06-30,0.2,0.33,6,3,15,"yes"
"112","5013","5019","Ficus religiosa_17",2018-06-29,0.1,0.5,4,3,31,"yes"
"113","5016","5019","Ficus religiosa_17",2018-06-29,0.04,0.5,4,1,23,"yes"
"114","5021","5019","Ficus religiosa_19",2018-06-28,0,0.5,2,0,20,"yes"
"115","5015","5019","Ficus carica_1045",2018-06-29,0,1,4,0,15,"yes"
"116","5022","5021","Ficus religiosa_19",2018-06-28,0.06,0.33,3,1,18,"yes"
"117","5018","5021","Ficus religiosa_19",2018-06-28,0,0.33,3,0,20,"yes"
"118","5013","5021","Ficus religiosa_19",2018-06-30,0,0,1,0,22,"yes"
"119","5016","5021","Ficus religiosa_19",2018-07-01,0,0,2,0,25,"yes"
"120","5015","5021","None",2018-06-28,0,0.67,3,0,16,"yes"
"121","5019","5021","Ficus religiosa_19",2018-06-28,0,0.5,2,0,18,"yes"
"122","5017","5022","None",2018-06-29,0,0,1,0,2,"no"
"123","5011","5022","None",2018-07-02,0,0,1,0,8,"yes"
"124","5018","5022","Ficus religiosa_19",2018-06-28,0.1,0.14,7,2,20,"yes"
"125","5013","5022","Ficus religiosa_19",2018-06-30,0,0,4,0,22,"yes"
"126","5016","5022","unknown_1091",2018-06-28,0.04,0,3,1,27,"yes"
"127","5021","5022","Ficus religiosa_19",2018-06-28,0.05,0.67,3,1,20,"yes"
"128","5015","5022","None",2018-06-28,0,1,3,0,16,"yes"
"129","5019","5022","Ficus religiosa_19",2018-06-28,0.11,0.2,5,2,18,"yes"
"130","5462","5056","Melia azedarach_437",2018-11-25,0,0.67,3,0,30,"yes"
"131","5471","5056","None",2018-11-25,0,0.5,2,0,24,"yes"
"132","5473","5056","None",2018-11-23,0.03,0.6,5,1,32,"yes"
"133","5486","5056","None",2018-11-29,0.06,0.75,4,1,16,"yes"
"134","5483","5056","None",2018-11-25,0.03,0.75,4,1,32,"yes"
"135","5425","5056","Melia azedarach_437",2018-11-25,0,0.5,2,0,14,"yes"
"136","5589","5056","Melia azedarach_437",2018-11-25,0.2,0.33,9,2,10,"yes"
"137","5590","5058","None",2019-01-10,0.04,0.75,4,1,28,"yes"
"138","5679","5058","None",2019-02-08,0,0,1,0,16,"yes"
"139","5153","5150","None",2018-07-25,0,0,2,0,30,"no"
"140","5154","5150","None",2018-07-20,0,1,4,0,12,"no"
"141","5154","5153","Ficus carica_804",2018-07-19,0,0.86,7,0,12,"yes"
"142","5150","5153","None",2018-07-25,0,1,2,0,9,"yes"
"143","5153","5154","Ficus carica_804",2018-07-19,0.08,0.14,7,2,25,"yes"
"144","5150","5154","None",2018-07-20,0.23,0,4,3,13,"no"
"145","5150","5157","None",2018-07-24,0.09,0,2,1,11,"yes"
"146","5462","5425","Melia azedarach_437",2018-11-25,0,0.75,4,0,30,"yes"
"147","5473","5425","None",2018-11-25,0,1,7,0,37,"yes"
"148","5597","5425","None",2018-11-25,0.02,1,2,1,47,"yes"
"149","5486","5425","None",2018-12-09,0,0,1,0,12,"yes"
"150","5056","5425","Melia azedarach_437",2018-11-25,0,0.5,2,0,10,"yes"
"151","5480","5425","None",2018-11-25,0,1,1,0,17,"yes"
"152","5483","5425","None",2018-11-25,0.06,1,6,2,32,"yes"
"153","5476","5425","Ficus religiosa_19",2018-11-25,0,0.5,6,0,25,"yes"
"154","5589","5425","Melia azedarach_437",2018-11-25,0.1,0.33,3,1,10,"yes"
"155","5431","5429","None",2018-08-25,0,1,1,0,14,"no"
"156","5429","5431","None",2018-08-25,0,0,1,0,2,"no"
"157","5433","5431","None",2018-08-22,0,0.5,2,0,7,"no"
"158","5431","5433","None",2018-08-22,0,0.5,2,0,18,"yes"
"159","5462","5458","None",2018-11-23,0,0.33,3,0,23,"no"
"160","5473","5458","Washingtonia_333",2018-11-23,0.09,0.4,5,3,32,"no"
"161","5597","5458","None",2018-11-23,0,1,3,0,40,"no"
"162","5486","5458","None",2018-12-07,0,0,1,0,16,"no"
"163","5056","5458","None",2018-11-25,0,0,2,0,10,"no"
"164","5477","5458","None",2018-11-24,0,1,1,0,26,"no"
"165","5483","5458","Melia azedarach_437",2018-11-23,0.17,0.33,6,3,18,"no"
"166","5425","5458","None",2018-11-25,0.07,0,3,1,14,"no"
"167","5476","5458","None",2018-12-04,0,0,1,0,7,"no"
"168","5589","5458","Melia azedarach_437",2018-11-23,0.08,0.33,3,1,13,"no"
"169","5458","5462","None",2018-11-23,0.07,0.67,3,1,15,"yes"
"170","5473","5462","Ficus religiosa_19",2018-11-24,0,0.5,4,0,31,"yes"
"171","5597","5462","Melia azedarach_640",2018-11-30,0,0.75,4,0,5,"yes"
"172","5486","5462","1",2018-11-27,0,0.5,2,0,18,"yes"
"173","5056","5462","Melia azedarach_437",2018-11-25,0.1,0.33,3,1,10,"yes"
"174","5480","5462","None",2018-11-24,0,1,1,0,17,"no"
"175","5483","5462","None",2018-11-23,0.06,0.75,4,1,18,"yes"
"176","5425","5462","Melia azedarach_437",2018-11-25,0,0.25,4,0,14,"yes"
"177","5476","5462","None",2018-11-25,0.04,0.33,3,1,25,"yes"
"178","5589","5462","Melia azedarach_437",2018-11-23,0.15,0.2,5,2,13,"yes"
"179","5479","5471","Ficus carica_673",2018-11-22,0,1,1,0,3,"yes"
"180","5486","5471","None",2018-11-29,0,0,1,0,16,"yes"
"181","5056","5471","None",2018-11-25,0,0.5,2,0,10,"no"
"182","5476","5471","None",2018-11-25,0,0.25,4,0,25,"yes"
"183","5589","5471","Ficus carica_673",2018-11-24,0,0,1,0,10,"yes"
"184","5458","5473","Washingtonia_333",2018-11-23,0,0.6,5,0,15,"yes"
"185","5462","5473","Ficus religiosa_19",2018-11-24,0.03,0.5,4,1,35,"yes"
"186","5597","5473","None",2018-11-23,0.03,0.75,4,1,40,"yes"
"187","5486","5473","None",2018-11-29,0,0,3,0,16,"yes"
"188","5056","5473","None",2018-11-23,0,0.4,5,0,15,"yes"
"189","5480","5473","Ficus religiosa_19",2018-11-25,0,0,1,0,17,"yes"
"190","5483","5473","None",2018-11-23,0.11,0.36,11,2,18,"yes"
"191","5425","5473","None",2018-11-25,0.07,0,7,1,14,"yes"
"192","5476","5473","None",2018-11-24,0.06,0.17,6,2,34,"yes"
"193","5589","5473","Melia azedarach_437",2018-11-27,0,0.33,3,0,8,"yes"
"194","5462","5476","None",2018-11-25,0.03,0.67,3,1,30,"yes"
"195","5471","5476","None",2018-11-25,0,0.75,4,0,24,"yes"
"196","5473","5476","None",2018-11-24,0.03,0.83,6,1,31,"yes"
"197","5597","5476","None",2018-11-25,0.02,1,2,1,47,"yes"
"198","5486","5476","unknown_95",2018-12-05,0,0.33,3,0,20,"yes"
"199","5480","5476","None",2018-11-25,0,1,1,0,17,"no"
"200","5483","5476","None",2018-11-25,0.03,0.75,4,1,32,"yes"
"201","5425","5476","Ficus religiosa_19",2018-11-25,0,0.5,6,0,14,"yes"
"202","5589","5476","None",2018-12-12,0,0,1,0,6,"no"
"203","5458","5477","None",2018-11-24,0,0,1,0,9,"yes"
"204","5597","5477","Ficus carica_414",2018-11-25,0.02,1,3,1,47,"yes"
"205","5486","5477","None",2018-11-29,0.06,0,4,1,16,"yes"
"206","5480","5477","None",2018-11-27,0.11,0,3,1,9,"yes"
"207","5483","5477","None",2018-11-24,0,1,1,0,27,"yes"
"208","5458","5479","None",2018-11-23,0,0,2,0,15,"yes"
"209","5462","5479","None",2018-11-23,0,0,3,0,23,"yes"
"210","5471","5479","Ficus carica_673",2018-11-22,0,0,1,0,44,"yes"
"211","5473","5479","None",2018-11-24,0.03,0.33,3,1,31,"yes"
"212","5597","5479","None",2018-11-22,0,0.33,3,0,45,"yes"
"213","5486","5479","None",2018-11-22,0,0.2,5,0,22,"yes"
"214","5056","5479","None",2018-11-23,0.07,0.17,6,1,15,"yes"
"215","5477","5479","None",2018-11-23,0.05,0.12,8,1,20,"yes"
"216","5480","5479","None",2018-11-23,0.05,0.25,4,1,20,"yes"
"217","5483","5479","None",2018-11-23,0,0,2,0,18,"yes"
"218","5425","5479","None",2018-11-25,0,0,1,0,14,"yes"
"219","5476","5479","None",2018-11-25,0,0,2,0,25,"yes"
"220","5589","5479","None",2018-11-23,0.08,0,5,1,13,"yes"
"221","5462","5480","None",2018-11-24,0,0,1,0,35,"no"
"222","5473","5480","Ficus religiosa_19",2018-11-25,0,1,1,0,37,"no"
"223","5597","5480","None",2018-11-24,0,0.5,2,0,45,"yes"
"224","5486","5480","None",2018-11-23,0,0.5,4,0,25,"yes"
"225","5056","5480","None",2018-12-12,0,0,1,0,10,"yes"
"226","5477","5480","None",2018-11-27,0,1,3,0,19,"yes"
"227","5483","5480","None",2018-11-24,0.04,1,1,1,27,"no"
"228","5425","5480","None",2018-11-25,0,0,1,0,14,"no"
"229","5476","5480","None",2018-11-25,0,0,1,0,25,"no"
"230","5589","5480","None",2018-12-12,0,0,1,0,6,"no"
"231","5458","5483","Melia azedarach_437",2018-11-23,0.07,0.67,6,1,15,"yes"
"232","5462","5483","None",2018-11-23,0.09,0.25,4,2,23,"yes"
"233","5473","5483","None",2018-11-23,0.09,0.64,11,3,32,"yes"
"234","5597","5483","Persimmon_32",2018-11-23,0.03,0.5,6,1,40,"yes"
"235","5486","5483","None",2018-11-23,0,0.17,6,0,25,"yes"
"236","5056","5483","None",2018-11-25,0,0.25,4,0,10,"yes"
"237","5477","5483","None",2018-11-24,0,0,1,0,26,"yes"
"238","5480","5483","None",2018-11-24,0,0,1,0,17,"yes"
"239","5425","5483","None",2018-11-25,0.07,0,6,1,14,"yes"
"240","5476","5483","None",2018-11-25,0,0.25,4,0,25,"yes"
"241","5589","5483","Melia azedarach_437",2018-11-23,0,0.6,5,0,13,"yes"
"242","5479","5486","None",2018-11-22,0,0.8,5,0,3,"yes"
"243","5462","5486","1",2018-11-27,0,0.5,2,0,26,"yes"
"244","5471","5486","None",2018-11-29,0,1,1,0,5,"yes"
"245","5473","5486","None",2018-11-29,0,1,3,0,15,"yes"
"246","5056","5486","None",2018-11-29,0,0.25,4,0,8,"yes"
"247","5477","5486","None",2018-11-29,0,1,4,0,10,"yes"
"248","5480","5486","None",2018-11-23,0.1,0.5,4,2,20,"yes"
"249","5483","5486","None",2018-11-23,0,0.83,6,0,18,"yes"
"250","5476","5486","unknown_95",2018-12-05,0,0.67,3,0,7,"yes"
"251","5589","5486","None",2018-11-24,0,0.33,3,0,10,"yes"
"252","5458","5589","Melia azedarach_437",2018-11-23,0,0.67,3,0,15,"yes"
"253","5462","5589","Melia azedarach_437",2018-11-23,0,0.8,5,0,23,"yes"
"254","5471","5589","Ficus carica_673",2018-11-24,0,1,1,0,31,"yes"
"255","5473","5589","Melia azedarach_437",2018-11-27,0,0.67,3,0,19,"yes"
"256","5486","5589","None",2018-11-24,0.04,0.67,3,1,26,"yes"
"257","5056","5589","Melia azedarach_437",2018-11-25,0,0.67,9,0,10,"yes"
"258","5483","5589","Melia azedarach_437",2018-11-23,0,0.4,5,0,18,"yes"
"259","5425","5589","Melia azedarach_437",2018-11-25,0,0.67,3,0,14,"yes"
"260","5058","5590","None",2019-01-10,0,0.25,4,0,10,"yes"
"261","5680","5594","unknown_2631",2019-02-08,0.25,0.33,3,1,4,"yes"
"262","5600","5594","None",2019-02-13,0,1,1,0,38,"yes"
"263","5660","5594","unknown_2631",2019-02-08,0,0.33,3,0,2,"yes"
"264","5479","5597","None",2018-11-22,0,0.67,3,0,3,"yes"
"265","5458","5597","None",2018-11-23,0.07,0,3,1,15,"yes"
"266","5473","5597","None",2018-11-23,0.06,0.25,4,2,32,"yes"
"267","5486","5597","None",2018-12-07,0,0,2,0,16,"yes"
"268","5056","5597","None",2018-12-24,0,0,1,0,9,"no"
"269","5477","5597","Ficus carica_414",2018-11-25,0,0,3,0,23,"yes"
"270","5480","5597","None",2018-11-24,0.06,0.5,2,1,17,"yes"
"271","5483","5597","Persimmon_32",2018-11-23,0.06,0.5,6,1,18,"yes"
"272","5425","5597","None",2018-11-25,0,0,2,0,14,"yes"
"273","5476","5597","None",2018-11-25,0,0,2,0,25,"yes"
"274","5589","5597","None",2018-12-12,0,0,1,0,6,"yes"
"275","5732","5598","None",2019-03-12,0,0.5,2,0,20,"yes"
"276","5764","5599","None",2019-09-25,0,1,3,0,8,"yes"
"277","5741","5599","None",2019-09-26,0,1,1,0,6,"no"
"278","5751","5599","None",2019-09-25,0.25,0.33,3,1,4,"yes"
"279","5745","5599","None",2019-11-21,0,0,1,0,4,"yes"
"280","6182","5599","Ficus microcarpa_36",2019-09-23,0,0.25,4,0,31,"no"
"281","5666","5599","None",2019-09-24,0,1,1,0,15,"no"
"282","5743","5599","None",2019-10-02,0,0,2,0,17,"yes"
"283","5685","5599","None",2019-09-25,0,0.5,2,0,23,"yes"
"284","5677","5600","None",2019-02-10,0,0,1,0,10,"yes"
"285","5679","5600","Citrus_5",2019-02-11,0,0,1,0,17,"yes"
"286","5680","5600","Citrus_5",2019-02-08,0,1,1,0,4,"yes"
"287","5594","5600","None",2019-02-13,0,0,1,0,3,"yes"
"288","5660","5600","Citrus_5",2019-02-08,0,1,1,0,2,"yes"
"289","5679","5660","Citrus_5",2019-02-09,0,0,2,0,17,"yes"
"290","5680","5660","Citrus_5",2019-02-08,0.25,0.67,3,1,4,"yes"
"291","5594","5660","unknown_2631",2019-02-08,0.2,0.67,3,1,5,"yes"
"292","5600","5660","Citrus_5",2019-02-08,0,0,1,0,22,"yes"
"293","5680","5661","unknown_2631",2019-02-08,0.25,0.33,3,1,4,"yes"
"294","5594","5661","unknown_2631",2019-02-08,0,0.5,2,0,5,"yes"
"295","5660","5661","unknown_2631",2019-02-08,0,0,2,0,2,"yes"
"296","5751","5662","None",2019-11-06,0,1,2,0,7,"yes"
"297","5745","5662","None",2019-11-06,0.05,1,4,1,22,"yes"
"298","6250","5662","None",2019-11-18,0,1,1,0,3,"yes"
"299","6238","5662","None",2019-11-17,0,1,1,0,16,"yes"
"300","5667","5662","unknown_3641",2019-11-08,0,0.25,4,0,8,"yes"
"301","5761","5662","None",2019-12-10,0,0,1,0,15,"yes"
"302","5778","5662","None",2019-11-23,0,0,2,0,23,"yes"
"303","6246","5662","None",2019-11-09,0,0,2,0,15,"yes"
"304","5744","5662","unknown_3641",2019-11-16,0,0.5,4,0,20,"yes"
"305","6029","5662","Washingtonia_359",2019-11-21,0,0.4,5,0,12,"yes"
"306","6240","5662","None",2019-12-04,0,0,2,0,15,"yes"
"307","5599","5666","None",2019-09-24,0,0,1,0,33,"no"
"308","5751","5667","None",2019-11-07,0,0.86,7,0,8,"yes"
"309","5745","5667","None",2019-11-06,0.05,0.38,8,1,22,"yes"
"310","6039","5667","None",2019-11-06,0.14,0.5,2,1,7,"yes"
"311","6026","5667","None",2019-11-06,0.04,0.71,7,1,24,"yes"
"312","5662","5667","unknown_3641",2019-11-08,0,0.75,4,0,7,"yes"
"313","6238","5667","Ficus carica_796",2019-11-18,0,1,2,0,10,"yes"
"314","5761","5667","None",2019-12-06,0,1,1,0,19,"yes"
"315","5778","5667","unknown_91",2019-11-20,0.03,0.5,4,1,29,"yes"
"316","6246","5667","None",2019-11-07,0,0.5,4,0,18,"yes"
"317","5744","5667","unknown_3641",2019-11-06,0,0.36,11,0,20,"yes"
"318","6027","5667","None",2019-11-08,0,0.5,2,0,8,"yes"
"319","6029","5667","Ficus carica_691",2019-11-15,0,0.6,10,0,6,"yes"
"320","5677","5672","unknown_2591",2019-02-08,0.1,0.29,7,1,10,"yes"
"321","5679","5672","Citrus_5",2019-02-09,0.06,0.25,4,1,17,"yes"
"322","5680","5672","Citrus_5",2019-02-08,0.25,0,3,1,4,"yes"
"323","5594","5672","unknown_2631",2019-02-08,0.4,0.6,5,2,5,"yes"
"324","5600","5672","Citrus_5",2019-02-09,0,0,1,0,36,"yes"
"325","5660","5672","unknown_2631",2019-02-08,0,0.25,4,0,2,"yes"
"326","5679","5677","unknown_2591",2019-02-10,0.06,0.2,5,1,18,"yes"
"327","5594","5677","unknown_2631",2019-02-16,0.14,0.6,5,1,7,"yes"
"328","5600","5677","None",2019-02-10,0.03,1,1,1,37,"yes"
"329","5661","5677","unknown_2631",2019-02-16,0,1,2,0,2,"yes"
"330","5660","5677","unknown_2631",2019-02-16,0.5,1,3,1,2,"yes"
"331","5058","5679","None",2019-02-08,0,1,1,0,8,"no"
"332","5677","5679","unknown_2591",2019-02-10,0,0.8,5,0,10,"yes"
"333","5680","5679","Citrus_5",2019-02-09,0,1,2,0,4,"yes"
"334","5594","5679","unknown_2631",2019-02-17,0.12,0.33,3,1,8,"yes"
"335","5600","5679","Citrus_5",2019-02-11,0,1,1,0,34,"yes"
"336","5661","5679","unknown_2631",2019-02-17,0,1,1,0,4,"yes"
"337","5660","5679","Citrus_5",2019-02-09,0,1,2,0,2,"yes"
"338","5679","5680","Citrus_5",2019-02-09,0,0,2,0,17,"yes"
"339","5594","5680","unknown_2631",2019-02-08,0.2,0.67,3,1,5,"yes"
"340","5600","5680","Citrus_5",2019-02-08,0,0,1,0,22,"yes"
"341","5660","5680","Citrus_5",2019-02-08,0,0.33,3,0,2,"yes"
"342","5749","5684","None",2019-11-07,0,0,1,0,2,"no"
"343","6245","5684","unknown_1438",2019-11-08,0,0,1,0,3,"yes"
"344","5771","5684","None",2019-11-08,0,0,1,0,6,"no"
"345","6258","5684","None",2019-11-10,0.08,1,2,1,12,"yes"
"346","6181","5684","Melia azedarach_702",2019-11-07,0.05,0.5,6,1,22,"yes"
"347","5781","5684","Citrus_5",2019-11-07,0.1,0.2,5,1,10,"yes"
"348","6263","5684","Citrus_12",2019-11-10,0,1,3,0,10,"yes"
"349","6266","5684","Citrus_5",2019-11-07,0,0,1,0,3,"no"
"350","6250","5684","unknown_1431",2019-11-07,0.06,0.5,2,1,17,"yes"
"351","5735","5684","Citrus_12",2019-11-10,0,0.5,2,0,8,"yes"
"352","6238","5684","None",2019-11-15,0,0,1,0,17,"no"
"353","6267","5684","None",2019-11-08,0,0,1,0,18,"no"
"354","5761","5684","None",2019-11-10,0.25,0,2,1,4,"no"
"355","6251","5684","None",2019-11-10,0,0,3,0,18,"yes"
"356","6271","5684","None",2019-11-17,0,0,1,0,9,"no"
"357","6274","5684","Citrus_12",2019-11-10,0,1,1,0,29,"yes"
"358","5764","5685","None",2019-09-24,0,0.8,10,0,9,"yes"
"359","5751","5685","None",2019-09-24,0,0.83,6,0,8,"yes"
"360","5745","5685","None",2019-09-24,0,0.36,11,0,22,"yes"
"361","5599","5685","None",2019-09-25,0.04,0.5,2,1,24,"yes"
"362","5743","5685","None",2019-09-24,0,0.45,11,0,13,"yes"
"363","5782","5699","None",2019-03-28,0,0,1,0,5,"yes"
"364","5702","5699","Citrus_5",2019-03-26,0,1,1,0,4,"yes"
"365","5703","5699","None",2019-03-28,0,0,1,0,19,"yes"
"366","5747","5699","None",2019-03-30,0,0,1,0,5,"yes"
"367","5734","5699","None",2019-03-27,0,0,2,0,6,"yes"
"368","5728","5699","unknown_462",2019-03-26,0,0.5,2,0,5,"yes"
"369","5764","5699","Citrus_5",2019-03-27,0,0,1,0,6,"yes"
"370","5703","5700","None",2019-04-10,0.2,1,3,1,5,"yes"
"371","5726","5700","Citrus_2",2019-04-10,0,1,2,0,2,"yes"
"372","5734","5700","Citrus_2",2019-04-14,0,0.5,4,0,17,"yes"
