"","TAGA","TAGB","MeetingTree","MeetingDate","prop_A_vis_B","prop_A_first","n_shared_trees","n+shared_new_trees","A_future_trees","min_nights"
"200","5486","5476","unknown_95",2018-12-05,0,0.33,3,0,23,"yes"
"201","5480","5476","None",2018-11-25,0,1,1,0,17,"no"
"202","5483","5476","None",2018-11-25,0.03,0.75,4,1,38,"yes"
"203","5425","5476","Ficus religiosa_19",2018-11-25,0,0.5,6,0,27,"yes"
"204","5589","5476","None",2018-12-12,0,0,1,0,6,"no"
"205","5458","5477","None",2018-11-24,0,0,1,0,9,"no"
"206","5597","5477","Ficus carica_414",2018-11-25,0.02,1,3,1,47,"no"
"207","5486","5477","None",2018-11-29,0.07,0,4,2,29,"no"
"208","5480","5477","None",2018-11-27,0.11,0,3,1,9,"no"
"209","5483","5477","None",2018-11-24,0,1,1,0,44,"no"
"210","5458","5479","None",2018-11-23,0,0,2,0,15,"yes"
"211","5462","5479","None",2018-11-23,0,0,3,0,35,"yes"
"212","5471","5479","Ficus carica_673",2018-11-22,0,0,1,0,53,"yes"
"213","5473","5479","None",2018-11-24,0.03,0.33,3,1,36,"yes"
"214","5597","5479","None",2018-11-22,0,0.33,3,0,65,"yes"
"215","5486","5479","None",2018-11-22,0.03,0.2,5,1,32,"yes"
"216","5056","5479","None",2018-11-23,0.06,0.17,6,1,18,"yes"
"217","5477","5479","None",2018-11-23,0.03,0.12,8,1,29,"yes"
"218","5480","5479","None",2018-11-23,0.05,0.25,4,1,22,"yes"
"219","5483","5479","None",2018-11-23,0,0,2,0,45,"yes"
"220","5425","5479","None",2018-11-25,0,0,1,0,27,"yes"
"221","5476","5479","None",2018-11-25,0,0,2,0,52,"yes"
"222","5589","5479","None",2018-11-23,0.06,0,5,1,16,"yes"
"223","5462","5480","None",2018-11-24,0,0,1,0,35,"no"
"224","5473","5480","Ficus religiosa_19",2018-11-25,0,1,1,0,37,"no"
"225","5597","5480","None",2018-11-24,0,0.5,2,0,50,"no"
"226","5486","5480","None",2018-11-23,0,0.5,4,0,30,"yes"
"227","5056","5480","None",2018-12-12,0,0,1,0,21,"no"
"228","5477","5480","None",2018-11-27,0,1,3,0,19,"no"
"229","5483","5480","None",2018-11-24,0.02,1,1,1,44,"no"
"230","5425","5480","None",2018-11-25,0,0,1,0,27,"no"
"231","5476","5480","None",2018-11-25,0,0,1,0,52,"no"
"232","5589","5480","None",2018-12-12,0,0,1,0,6,"no"
"233","5458","5483","Melia azedarach_437",2018-11-23,0.07,0.67,6,1,15,"yes"
"234","5462","5483","None",2018-11-23,0.06,0.25,4,2,35,"yes"
"235","5473","5483","None",2018-11-23,0.07,0.64,11,3,42,"yes"
"236","5597","5483","Persimmon_32",2018-11-23,0.02,0.5,6,1,53,"yes"
"237","5486","5483","None",2018-11-23,0,0.17,6,0,30,"yes"
"238","5056","5483","None",2018-11-25,0,0.25,4,0,14,"yes"
"239","5477","5483","None",2018-11-24,0,0,1,0,26,"no"
"240","5480","5483","None",2018-11-24,0,0,1,0,17,"no"
"241","5425","5483","None",2018-11-25,0.07,0,6,2,27,"yes"
"242","5476","5483","None",2018-11-25,0.04,0.25,4,2,52,"yes"
"243","5589","5483","Melia azedarach_437",2018-11-23,0,0.6,5,0,16,"yes"
"244","5479","5486","None",2018-11-22,0,0.8,5,0,3,"yes"
"245","5462","5486","1",2018-11-27,0,0.5,2,0,26,"yes"
"246","5471","5486","None",2018-11-29,0,1,1,0,5,"no"
"247","5473","5486","None",2018-11-29,0,1,3,0,15,"yes"
"248","5056","5486","None",2018-11-29,0,0.25,4,0,19,"yes"
"249","5477","5486","None",2018-11-29,0,1,4,0,10,"yes"
"250","5480","5486","None",2018-11-23,0.09,0.5,4,2,22,"yes"
"251","5483","5486","None",2018-11-23,0.02,0.83,6,1,45,"yes"
"252","5476","5486","unknown_95",2018-12-05,0,0.67,3,0,7,"yes"
"253","5589","5486","None",2018-11-24,0,0.33,3,0,13,"yes"
"254","5458","5589","Melia azedarach_437",2018-11-23,0,0.67,3,0,15,"yes"
"255","5462","5589","Melia azedarach_437",2018-11-23,0,0.8,5,0,35,"yes"
"256","5471","5589","Ficus carica_673",2018-11-24,0,1,1,0,31,"no"
"257","5473","5589","Melia azedarach_437",2018-11-27,0,0.67,3,0,19,"yes"
"258","5486","5589","None",2018-11-24,0.03,0.67,3,1,35,"yes"
"259","5056","5589","Melia azedarach_437",2018-11-25,0,0.67,9,0,14,"yes"
"260","5483","5589","Melia azedarach_437",2018-11-23,0.02,0.4,5,1,45,"yes"
"261","5425","5589","Melia azedarach_437",2018-11-25,0,0.67,3,0,27,"yes"
"262","5058","5590","None",2019-01-10,0,0.25,4,0,10,"yes"
"263","5672","5594","unknown_2631",2019-02-08,0,0.4,5,0,2,"yes"
"264","5680","5594","unknown_2631",2019-02-08,0.25,0.33,3,1,4,"yes"
"265","5600","5594","None",2019-02-13,0,1,1,0,43,"no"
"266","5661","5594","unknown_2631",2019-02-08,0,0.5,2,0,5,"yes"
"267","5660","5594","unknown_2631",2019-02-08,0,0.33,3,0,2,"yes"
"268","5479","5597","None",2018-11-22,0,0.67,3,0,3,"yes"
"269","5458","5597","None",2018-11-23,0.07,0,3,1,15,"yes"
"270","5473","5597","None",2018-11-23,0.05,0.25,4,2,42,"yes"
"271","5486","5597","None",2018-12-07,0,0,2,0,19,"yes"
"272","5056","5597","None",2018-12-24,0,0,1,0,9,"no"
"273","5477","5597","Ficus carica_414",2018-11-25,0,0,3,0,23,"yes"
"274","5480","5597","None",2018-11-24,0.06,0.5,2,1,17,"yes"
"275","5483","5597","Persimmon_32",2018-11-23,0.02,0.5,6,1,45,"yes"
"276","5425","5597","None",2018-11-25,0,0,2,0,27,"yes"
"277","5476","5597","None",2018-11-25,0,0,2,0,52,"yes"
"278","5589","5597","None",2018-12-12,0,0,1,0,6,"yes"
"279","5732","5598","None",2019-03-12,0,0.5,2,0,21,"no"
"280","5764","5599","None",2019-09-25,0,1,3,0,13,"no"
"281","5741","5599","None",2019-09-26,0,1,1,0,8,"no"
"282","5751","5599","None",2019-09-25,0.08,0.33,3,1,12,"no"
"283","5745","5599","None",2019-11-21,0,0,1,0,10,"no"
"284","6182","5599","Ficus microcarpa_36",2019-09-23,0,0.25,4,0,31,"no"
"285","5666","5599","None",2019-09-24,0,1,1,0,15,"no"
"286","5743","5599","None",2019-10-02,0,0,2,0,27,"no"
"287","5685","5599","None",2019-09-25,0.03,0.5,2,1,35,"no"
"288","5672","5600","Citrus_5",2019-02-09,0,1,1,0,2,"yes"
"289","5677","5600","None",2019-02-10,0,0,1,0,11,"yes"
"290","5679","5600","Citrus_5",2019-02-11,0,0,1,0,17,"yes"
"291","5680","5600","Citrus_5",2019-02-08,0,1,1,0,4,"yes"
"292","5594","5600","None",2019-02-13,0,0,1,0,7,"yes"
"293","5660","5600","Citrus_5",2019-02-08,0,1,1,0,2,"yes"
"294","5672","5660","unknown_2631",2019-02-08,0.5,0.75,4,1,2,"yes"
"295","5679","5660","Citrus_5",2019-02-09,0.05,0,2,1,22,"yes"
"296","5680","5660","Citrus_5",2019-02-08,0.25,0.67,3,1,4,"yes"
"297","5594","5660","unknown_2631",2019-02-08,0.14,0.67,3,1,7,"yes"
"298","5600","5660","Citrus_5",2019-02-08,0,0,1,0,48,"yes"
"299","5661","5660","unknown_2631",2019-02-08,0,1,2,0,5,"yes"
"300","5672","5661","unknown_2631",2019-02-08,0,0.5,2,0,2,"yes"
"301","5680","5661","unknown_2631",2019-02-08,0.25,0.33,3,1,4,"yes"
"302","5594","5661","unknown_2631",2019-02-08,0,0.5,2,0,7,"yes"
"303","5660","5661","unknown_2631",2019-02-08,0,0,2,0,2,"yes"
"304","5751","5662","None",2019-11-06,0,1,2,0,16,"yes"
"305","5745","5662","None",2019-11-06,0.04,1,4,1,26,"yes"
"306","6250","5662","None",2019-11-18,0,1,1,0,3,"yes"
"307","6238","5662","None",2019-11-17,0,1,1,0,19,"yes"
"308","5667","5662","unknown_3641",2019-11-08,0,0.25,4,0,17,"yes"
"309","5761","5662","None",2019-12-10,0,0,1,0,25,"yes"
"310","5778","5662","None",2019-11-23,0,0,2,0,31,"yes"
"311","6246","5662","None",2019-11-09,0,0,2,0,32,"yes"
"312","5744","5662","unknown_3641",2019-11-16,0,0.5,4,0,24,"yes"
"313","6029","5662","Washingtonia_359",2019-11-21,0,0.4,5,0,14,"yes"
"314","6240","5662","None",2019-12-04,0,0,2,0,25,"yes"
"315","5599","5666","None",2019-09-24,0,0,1,0,33,"no"
"316","5751","5667","None",2019-11-07,0,0.86,7,0,18,"yes"
"317","5745","5667","None",2019-11-06,0.04,0.38,8,1,26,"yes"
"318","6039","5667","None",2019-11-06,0.14,0.5,2,1,7,"yes"
"319","6026","5667","None",2019-11-06,0.03,0.71,7,1,35,"yes"
"320","5662","5667","unknown_3641",2019-11-08,0,0.75,4,0,14,"yes"
"321","6238","5667","Ficus carica_796",2019-11-18,0,1,2,0,13,"yes"
"322","5761","5667","None",2019-12-06,0,1,1,0,25,"yes"
"323","5778","5667","unknown_91",2019-11-20,0.03,0.5,4,1,37,"yes"
"324","6246","5667","None",2019-11-07,0,0.5,4,0,37,"yes"
"325","5744","5667","unknown_3641",2019-11-06,0,0.36,11,0,34,"yes"
"326","6027","5667","None",2019-11-08,0,0.5,2,0,8,"yes"
"327","6029","5667","Ficus carica_691",2019-11-15,0.07,0.6,10,1,15,"yes"
"328","5677","5672","unknown_2591",2019-02-08,0.25,0.29,7,4,16,"yes"
"329","5679","5672","Citrus_5",2019-02-09,0.09,0.25,4,2,22,"yes"
"330","5680","5672","Citrus_5",2019-02-08,0.25,0,3,1,4,"yes"
"331","5594","5672","unknown_2631",2019-02-08,0.29,0.6,5,2,7,"yes"
"332","5600","5672","Citrus_5",2019-02-09,0,0,1,0,44,"yes"
"333","5661","5672","unknown_2631",2019-02-08,0,0.5,2,0,5,"yes"
"334","5660","5672","unknown_2631",2019-02-08,0,0.25,4,0,2,"yes"
"335","5672","5677","unknown_2591",2019-02-08,0,0.71,7,0,2,"yes"
"336","5679","5677","unknown_2591",2019-02-10,0.05,0.2,5,1,21,"yes"
"337","5594","5677","unknown_2631",2019-02-16,0.14,0.6,5,1,7,"yes"
"338","5600","5677","None",2019-02-10,0.02,1,1,1,43,"no"
"339","5661","5677","unknown_2631",2019-02-16,0,1,2,0,3,"yes"
"340","5660","5677","unknown_2631",2019-02-16,0.67,1,3,2,3,"yes"
"341","5058","5679","None",2019-02-08,0,1,1,0,10,"no"
"342","5672","5679","Citrus_5",2019-02-09,0,0.75,4,0,2,"yes"
"343","5677","5679","unknown_2591",2019-02-10,0,0.8,5,0,11,"yes"
"344","5680","5679","Citrus_5",2019-02-09,0,1,2,0,4,"yes"
"345","5594","5679","unknown_2631",2019-02-17,0.12,0.33,3,1,8,"yes"
"346","5600","5679","Citrus_5",2019-02-11,0,1,1,0,42,"no"
"347","5661","5679","unknown_2631",2019-02-17,0,1,1,0,4,"yes"
"348","5660","5679","Citrus_5",2019-02-09,0,1,2,0,2,"yes"
"349","5672","5680","Citrus_5",2019-02-08,0,1,3,0,2,"yes"
"350","5679","5680","Citrus_5",2019-02-09,0.05,0,2,1,22,"yes"
"351","5594","5680","unknown_2631",2019-02-08,0.14,0.67,3,1,7,"yes"
"352","5600","5680","Citrus_5",2019-02-08,0,0,1,0,48,"yes"
"353","5661","5680","unknown_2631",2019-02-08,0,0.67,3,0,5,"yes"
"354","5660","5680","Citrus_5",2019-02-08,0,0.33,3,0,2,"yes"
"355","5749","5684","None",2019-11-07,0,0,1,0,2,"no"
"356","6245","5684","unknown_1438",2019-11-08,0,0,1,0,3,"no"
"357","5771","5684","None",2019-11-08,0,0,1,0,6,"no"
"358","6258","5684","None",2019-11-10,0.08,1,2,1,12,"no"
"359","6181","5684","Melia azedarach_702",2019-11-07,0.04,0.5,6,1,28,"no"
"360","5781","5684","Citrus_5",2019-11-07,0.05,0.2,5,1,22,"no"
"361","6263","5684","Citrus_12",2019-11-10,0,1,3,0,10,"no"
"362","6266","5684","Citrus_5",2019-11-07,0,0,1,0,6,"no"
"363","6250","5684","unknown_1431",2019-11-07,0.04,0.5,2,1,24,"no"
"364","5735","5684","Citrus_12",2019-11-10,0.1,0.5,2,1,10,"no"
"365","6238","5684","None",2019-11-15,0,0,1,0,17,"no"
"366","6267","5684","None",2019-11-08,0,0,1,0,31,"no"
"367","5761","5684","None",2019-11-10,0.12,0,2,1,8,"no"
"368","6251","5684","None",2019-11-10,0.04,0,3,1,25,"no"
"369","6271","5684","None",2019-11-17,0,0,1,0,9,"no"
"370","6274","5684","Citrus_12",2019-11-10,0,1,1,0,29,"no"
"371","5764","5685","None",2019-09-24,0.08,0.8,10,1,13,"yes"
"372","5751","5685","None",2019-09-24,0.12,0.83,6,2,16,"yes"
"373","5745","5685","None",2019-09-24,0,0.36,11,0,28,"yes"
